Condition,Date,Id,View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
Average,20140826T000000,7228500415,No View,No,1908,98122,2.25,4,2,8,47.6109,-122.303,480000,2520,2370
Average,20140731T000000,8850000517,No View,No,2010,98144,2.5,3,2,8,47.5893,-122.309,480000,1590,1431
Average,20140612T000000,9521100280,Average,No,2005,98103,2.5,3,3,8,47.6619,-122.352,480000,1250,1103
Average,20140805T000000,8929000380,No View,No,2014,98029,2.5,3,2,8,47.5525,-121.998,479990,2010,2386
Good,20150408T000000,2473000410,No View,No,1966,98058,2.25,4,2,8,47.4507,-122.152,479950,2570,11070
Average,20140725T000000,9512200140,No View,No,2012,98058,2,3,1,9,47.4593,-122.136,479950,2260,7163
Average,20150309T000000,8682281200,No View,No,2005,98053,2,2,1,8,47.7076,-122.013,479950,1510,6516
Average,20150330T000000,9558050450,No View,No,2004,98058,2.5,3,2,9,47.4569,-122.118,479950,2780,6000
Average,20150428T000000,8106300090,No View,No,2006,98055,2.5,3,1,9,47.4461,-122.209,479950,2810,4984
Average,20140925T000000,3277801592,No View,No,2014,98126,2,3,3,9,47.5433,-122.376,479950,1820,1358
Average,20141212T000000,476000118,No View,No,2008,98107,2.25,2,3,8,47.6714,-122.392,479950,1360,1336
Average,20140528T000000,5467910140,No View,No,1994,98042,2,3,1,9,47.3657,-122.152,479900,1980,12150
Average,20150421T000000,8950500250,No View,No,1960,98028,2,4,1,8,47.7438,-122.229,479900,2510,9750
Average,20150505T000000,5249804760,No View,No,1917,98118,1,2,1,6,47.5598,-122.266,479500,930,5760
Average,20140617T000000,7853310720,No View,No,2008,98065,2.75,3,2,8,47.5216,-121.878,479500,2300,4637
Average,20150514T000000,5057100110,No View,No,2014,98042,3,5,2,9,47.3584,-122.163,479349,3223,6371
Good,20140730T000000,2313900165,No View,No,1928,98116,2,3,1.5,7,47.5737,-122.383,479200,1510,3750
Average,20150407T000000,7215420370,No View,No,1996,98042,2.5,4,2,8,47.3389,-122.066,479000,2370,30378
Good,20140708T000000,2205700405,No View,No,1955,98006,1,3,1,7,47.5771,-122.151,479000,1340,13750
Good,20140623T000000,1775930440,No View,No,1978,98072,2.25,3,2,8,47.742,-122.105,479000,2110,11319
Good,20150504T000000,7923300230,No View,No,1956,98007,1,3,1,7,47.5942,-122.136,479000,1480,10094
Good,20150225T000000,1591600506,No View,No,1940,98146,2.25,4,1.5,7,47.5007,-122.359,479000,2270,9464
Average,20141008T000000,8121200530,No View,No,1982,98052,2.5,3,2,8,47.7236,-122.11,479000,1710,8998
Good,20150411T000000,5422500220,No View,No,1973,98034,2.5,4,1,7,47.7242,-122.217,479000,2050,6705
Average,20140820T000000,8857640710,No View,No,2001,98038,2.5,4,2,8,47.3883,-122.035,479000,2590,6139
Average,20150313T000000,1954420420,No View,No,1987,98074,1.75,3,1,8,47.6171,-122.044,479000,1470,6018
Average,20150116T000000,7202330530,No View,No,2003,98053,2.5,3,2,7,47.6824,-122.036,479000,1690,3322
Average,20140524T000000,9521100586,No View,No,1924,98103,1,3,1.5,7,47.6619,-122.351,479000,1370,3000
Average,20150417T000000,3026059361,No View,No,2007,98034,2.5,2,2,8,47.7043,-122.209,479000,1741,1439
Average,20141120T000000,6371000100,No View,No,2005,98116,2.25,2,2,8,47.577,-122.41,479000,1330,1380
Average,20150416T000000,1702900664,No View,No,2008,98118,2.5,2,3.5,8,47.5594,-122.285,479000,1730,1037
Average,20140617T000000,9828702518,No View,No,2004,98112,2.25,2,2,8,47.6192,-122.301,479000,1230,932
Average,20140520T000000,5458300685,No View,No,2008,98109,2.5,3,3,8,47.6277,-122.345,479000,1260,889
Average,20140716T000000,3845100670,No View,No,2014,98092,2.5,4,2,9,47.2603,-122.195,478830,3274,4950
Average,20140930T000000,3013300288,Average,No,1969,98136,1,3,1,8,47.5304,-122.387,478500,2090,4755
Good,20140813T000000,2294900010,No View,No,1970,98027,1.75,3,1,8,47.4734,-121.999,478000,2790,36585
Good,20150123T000000,1238501116,No View,No,1977,98033,2.25,3,1,7,47.6843,-122.185,478000,1570,9500
Good,20141015T000000,4037400430,No View,No,1958,98008,2,4,1,7,47.6052,-122.126,478000,1690,8208
Average,20141015T000000,5226500250,No View,No,1989,98059,2.5,4,2,8,47.509,-122.157,478000,2780,7290
Good,20150320T000000,7199360090,No View,No,1980,98052,1,3,1,7,47.6968,-122.124,478000,1440,7107
Average,20141121T000000,8143000280,No View,No,1976,98034,1.75,3,1,7,47.7291,-122.202,478000,1210,6175
Good,20140821T000000,6821101275,No View,No,1904,98199,1.75,2,1,7,47.6531,-122.401,478000,1960,6000
Average,20141030T000000,6821600065,No View,No,1939,98199,1,2,1,7,47.6494,-122.395,478000,820,6000
Average,20140505T000000,259500270,No View,No,2007,98056,2.5,3,2,9,47.51,-122.185,478000,3040,4535
Average,20140701T000000,3905100280,No View,No,1994,98029,2.25,3,2,8,47.5689,-122.006,478000,1640,3896
Average,20140523T000000,9222400935,No View,No,1910,98115,1,3,1.5,8,47.6727,-122.32,478000,1280,2580
Average,20141001T000000,5458300580,No View,No,1924,98109,2,2,1,7,47.627,-122.345,478000,1200,1867
Average,20141103T000000,2767704252,No View,No,2008,98107,3.25,3,2,8,47.6743,-122.374,478000,1430,1348
Average,20140731T000000,1769600147,No View,No,2000,98146,3.25,3,2,8,47.5053,-122.377,477590,2260,7701
Average,20150310T000000,7663700610,No View,No,1953,98125,1.75,4,1,7,47.731,-122.301,477500,1860,9364
Average,20140912T000000,9422400035,Fair,No,1918,98116,2,2,2,7,47.5732,-122.413,477500,2090,6000
Average,20150416T000000,8559300120,No View,No,2012,98055,3.5,5,2,9,47.4299,-122.207,477500,2815,5619
Average,20150313T000000,3905040060,No View,No,1991,98029,2,3,2,8,47.5706,-121.999,477500,1860,5146
Average,20140620T000000,6204400170,No View,No,1976,98011,1.75,3,1,7,47.7357,-122.197,477000,1780,8085
Average,20140903T000000,8901001290,No View,No,1928,98125,1.5,4,1,7,47.7093,-122.306,477000,1380,7800
Average,20140527T000000,1102000196,No View,No,1978,98118,2.75,4,2,8,47.5458,-122.268,477000,1720,6270
Average,20140825T000000,6056100114,No View,No,2006,98108,2.5,3,2,7,47.563,-122.298,477000,2100,5060
Average,20140925T000000,475000750,No View,No,1916,98107,2,3,1,7,47.6667,-122.361,477000,1750,4990
Average,20150413T000000,8944360290,No View,No,1992,98029,2.5,3,2,8,47.5772,-121.998,477000,1740,4960
Good,20140902T000000,452001475,No View,No,1906,98117,1,3,1,7,47.6758,-122.369,477000,960,3600
Average,20150407T000000,3629920140,No View,No,2003,98029,2.25,3,2,7,47.5459,-121.997,477000,1260,3000
Average,20140519T000000,2767600150,No View,No,2005,98117,2.5,3,3,8,47.6758,-122.386,477000,1350,2053
Good,20150506T000000,9161100795,No View,No,1910,98116,1,3,1.5,6,47.5675,-122.396,476900,1240,5758
Good,20141112T000000,3404700080,No View,No,1919,98052,1.75,3,1.5,6,47.7265,-122.136,476800,1900,43700
Average,20141023T000000,2623089141,No View,No,1998,98045,2.5,4,2,8,47.449,-121.756,476500,2250,50155
Average,20141211T000000,3723800097,No View,No,1953,98118,1.75,4,1,7,47.5524,-122.267,476500,1670,10200
Good,20140811T000000,1086100100,No View,No,1962,98033,1,3,2,7,47.6615,-122.179,476500,1060,8625
Good,20150427T000000,6844702690,No View,No,1945,98115,1,3,1,7,47.6929,-122.287,476500,1200,6120
Average,20141003T000000,3629970620,No View,No,2005,98029,2.5,4,2,7,47.5529,-121.996,476100,1850,1836
Average,20140728T000000,7215410430,No View,No,1993,98042,2.5,4,2,9,47.3333,-122.074,476000,2740,33158
Good,20150204T000000,5631500967,No View,No,1956,98028,1.75,4,1,7,47.745,-122.229,476000,2340,17541
Good,20140714T000000,6791000280,No View,No,1977,98075,1.75,3,1,7,47.5779,-122.044,476000,1650,9600
Good,20150211T000000,6713100031,No View,No,1980,98133,2.25,3,1,8,47.7604,-122.356,476000,1570,7187
Average,20140701T000000,8935100100,No View,No,1945,98115,3,4,1,7,47.6763,-122.282,476000,2890,6885
Good,20140611T000000,7010700905,No View,No,1908,98199,1,3,1.5,6,47.6606,-122.395,476000,1140,5500
Average,20150102T000000,7202290180,No View,No,2001,98053,2.5,3,2,7,47.6873,-122.043,476000,1440,3840
Average,20141028T000000,7202350310,No View,No,2004,98053,2.25,3,2,7,47.6785,-122.03,476000,1630,3070
Average,20141121T000000,1324300018,No View,No,1999,98103,2.25,2,3,8,47.6543,-122.356,476000,1140,1332
Average,20141121T000000,1982201465,No View,No,1944,98107,1.75,4,1.5,7,47.6646,-122.364,475999,1880,4175
Average,20140626T000000,8651510610,No View,No,1983,98074,1.75,3,1,8,47.646,-122.068,475580,1520,11085
Good,20141003T000000,6411600026,No View,No,1952,98133,1,3,1,8,47.7135,-122.332,475500,1500,9416
Very Good,20140529T000000,3888100029,No View,No,1924,98033,1,3,1,7,47.688,-122.168,475300,2110,10005
Average,20140827T000000,2095800250,No View,No,1988,98011,2.5,3,2,8,47.75,-122.183,475226,2120,4512
Average,20140811T000000,9286100150,No View,No,2000,98027,2.5,3,2,8,47.5317,-122.047,475200,1670,3980
Average,20140527T000000,3223039229,No View,No,1991,98070,3.5,4,2,8,47.4335,-122.449,475000,3400,234352
Average,20140918T000000,1120069059,Good,No,1987,98022,1.5,3,2,7,47.2309,-122.009,475000,1790,229125
Average,20140610T000000,3421059049,Average,No,1983,98092,1.75,2,1,8,47.2645,-122.163,475000,1490,224334
Average,20140722T000000,2726079103,No View,No,1991,98014,2.5,3,2,9,47.7035,-121.894,475000,2630,185130
Average,20150325T000000,224069084,No View,No,1975,98075,1,3,1,7,47.5956,-122.009,475000,1250,150117
Average,20140506T000000,114100745,No View,No,1924,98028,3,6,1.5,7,47.7663,-122.234,475000,3470,117612
Average,20140815T000000,3221079069,No View,No,1991,98022,2.5,3,2,9,47.2568,-121.952,475000,2770,98881
Average,20141208T000000,1724079048,No View,No,1989,98024,2.5,3,1,7,47.5646,-121.935,475000,2680,87117
Good,20141105T000000,1623069071,No View,No,1987,98027,2.5,3,2,8,47.4802,-122.052,475000,2220,60984
Average,20140819T000000,4215250030,No View,No,1989,98072,2.5,4,2,9,47.7611,-122.128,475000,2120,57050
Average,20140530T000000,203101530,No View,No,1983,98053,2,2,2,7,47.638,-121.953,475000,1540,54450
Good,20141104T000000,537000325,No View,No,1957,98003,2.5,3,1,8,47.3264,-122.308,475000,2420,36862
Average,20140813T000000,626710220,No View,No,1982,98077,2.5,3,2,8,47.7273,-122.083,475000,2160,35912
Average,20140515T000000,6411600370,No View,No,1961,98125,3.5,7,1,7,47.7153,-122.327,475000,2870,29699
Average,20140923T000000,203100910,No View,No,1994,98053,2.5,5,2,6,47.6403,-121.964,475000,2300,28480
Good,20150409T000000,6151800225,No View,No,1962,98010,1.75,3,1,7,47.3412,-122.051,475000,1850,26445
Average,20140828T000000,4046600120,No View,No,1978,98014,1.75,3,2,7,47.695,-121.915,475000,1870,25157
Average,20141124T000000,6804600990,No View,No,1981,98011,1.75,4,2,8,47.7603,-122.169,475000,2160,19283
Average,20150305T000000,7214800430,No View,No,1978,98072,3,3,1,7,47.754,-122.144,475000,2540,18900
Average,20140711T000000,4306500070,No View,No,1980,98059,2.75,4,1,7,47.4793,-122.122,475000,2200,16288
Average,20150307T000000,4254000220,No View,No,1997,98019,2.5,4,2,8,47.7366,-121.958,475000,2040,16200
Average,20141226T000000,3882300090,No View,No,1983,98052,1.75,3,1,7,47.6599,-122.135,475000,1330,14560
Average,20141118T000000,6600220090,No View,No,1981,98074,2.5,2,2,7,47.6306,-122.035,475000,1620,14467
Average,20141010T000000,8029520240,No View,No,1994,98023,3.5,4,2,10,47.3076,-122.396,475000,3660,14401
Very Good,20140702T000000,3448002285,No View,No,1962,98125,2,4,1,7,47.7139,-122.292,475000,2100,13468
Average,20140903T000000,224059111,No View,No,1959,98007,1.5,3,1,7,47.5914,-122.136,475000,1480,13457
Very Good,20141112T000000,2473002500,No View,No,1968,98058,1.75,3,1,8,47.4474,-122.144,475000,2270,13000
Good,20140820T000000,925059107,No View,No,1952,98033,1.5,3,1,7,47.6736,-122.176,475000,1750,12632
Average,20140613T000000,7525050150,No View,No,1981,98074,2.25,3,1,7,47.6254,-122.045,475000,1580,12177
Good,20140527T000000,2561360120,No View,No,1984,98052,2,3,1,7,47.7017,-122.127,475000,1230,11502
Very Good,20140609T000000,4027700632,No View,No,1952,98155,2.75,4,1,7,47.7707,-122.273,475000,1980,11443
Average,20140821T000000,6817801020,No View,No,1983,98074,1.5,3,1,7,47.634,-122.033,475000,1930,11092
Good,20150430T000000,2207100165,No View,No,1955,98007,1.5,4,1,7,47.5984,-122.147,475000,1580,10260
Average,20150503T000000,7899800905,No View,No,1918,98106,1.75,3,1,6,47.5222,-122.357,475000,1150,10240
Average,20150313T000000,7893805650,No View,No,1956,98198,2,5,1,6,47.4136,-122.333,475000,2050,10200
Average,20140730T000000,2201500240,No View,No,1954,98006,1.75,3,1,7,47.5727,-122.138,475000,1260,10065
Average,20150206T000000,7853302520,No View,No,2006,98065,2.5,4,2,7,47.5406,-121.887,475000,2320,10046
Good,20140519T000000,7952800010,No View,No,1968,98133,2.5,4,1,8,47.7387,-122.337,475000,3060,10043
Average,20141208T000000,3756500180,No View,No,1963,98034,1,3,1,7,47.7155,-122.194,475000,1470,9750
Average,20140710T000000,7740500070,No View,No,1951,98155,2,3,1,8,47.7497,-122.284,475000,1880,9659
Average,20140628T000000,4319200605,No View,No,1998,98126,2.5,3,1,8,47.5369,-122.378,475000,1700,9100
Good,20141212T000000,7214820030,No View,No,1981,98072,1.75,3,1,7,47.7571,-122.145,475000,2020,8970
Average,20150102T000000,3649100103,No View,No,1956,98028,1.75,4,1,7,47.7396,-122.247,475000,1910,8775
Average,20141124T000000,5076700025,No View,No,1959,98005,1.5,3,1,7,47.5849,-122.17,475000,1240,8738
Average,20140513T000000,9558050170,No View,No,2004,98058,2.5,4,1,10,47.4587,-122.117,475000,3740,8700
Good,20150421T000000,726059344,No View,No,1961,98011,2.25,3,1,7,47.7599,-122.215,475000,1580,8659
Good,20140716T000000,8024201503,No View,No,1923,98115,1.75,2,1,7,47.7005,-122.313,475000,1710,8645
Average,20140618T000000,6414100560,No View,No,1977,98125,1.75,3,1,8,47.7221,-122.317,475000,1700,8432
Very Good,20141010T000000,2296700050,No View,No,1969,98034,3,4,1,7,47.7202,-122.22,475000,2410,8284
Very Good,20150313T000000,1862400087,No View,No,1945,98117,1.75,3,1,6,47.6966,-122.375,475000,1520,8100
Good,20140707T000000,2558690150,No View,No,1977,98034,2.5,5,1,7,47.7212,-122.172,475000,2510,8050
Fair- Badly worn,20150206T000000,5145100080,No View,No,1977,98034,1.75,3,1,7,47.7275,-122.219,475000,1780,8033
Average,20140922T000000,1795910360,No View,No,1985,98052,2.5,3,2,8,47.7252,-122.106,475000,2130,8022
Average,20140522T000000,8121200820,No View,No,1981,98052,2.25,3,1,8,47.7206,-122.11,475000,1820,8008
Good,20140812T000000,3298200790,No View,No,1959,98008,1,3,1,6,47.6175,-122.118,475000,1270,8000
Average,20140829T000000,455000841,Average,No,1946,98107,1,2,1,7,47.6698,-122.361,475000,870,7975
Average,20150421T000000,1736800920,No View,No,1966,98007,1.75,3,1,8,47.6024,-122.143,475000,1320,7840
Good,20140520T000000,6140100095,No View,No,1950,98133,1.75,4,1,7,47.715,-122.354,475000,1650,7775
Average,20141012T000000,3904900610,No View,No,1986,98029,2.5,3,2,8,47.5689,-122.023,475000,1630,7586
Good,20140911T000000,3288301410,No View,No,1974,98034,2.25,4,2,8,47.7331,-122.183,475000,2110,7560
Average,20150408T000000,3288301330,No View,No,1973,98034,1.75,3,1,8,47.7322,-122.185,475000,1890,7560
Average,20141118T000000,8121200970,No View,No,1983,98052,2.25,4,1,8,47.7219,-122.109,475000,1970,7532
Good,20140702T000000,6843600040,No View,No,1963,98133,2.5,4,2,7,47.7399,-122.332,475000,2040,7260
Good,20141202T000000,2592400170,No View,No,1972,98034,2.5,4,1,7,47.7161,-122.17,475000,2240,7245
Average,20140603T000000,8079010230,No View,No,1989,98059,2.5,3,2,8,47.5123,-122.151,475000,2600,7210
Average,20150209T000000,3211600140,No View,No,1972,98034,1.75,3,1,7,47.726,-122.198,475000,2490,7210
Average,20141009T000000,7905370390,No View,No,1975,98034,2.5,5,1,7,47.7206,-122.211,475000,2340,7200
Average,20150326T000000,126039599,No View,No,1979,98177,2.25,4,1,7,47.7717,-122.376,475000,1800,7200
Average,20141212T000000,8835900015,No View,No,1953,98118,1,3,1,8,47.5507,-122.261,475000,1600,7161
Average,20150320T000000,9558020240,No View,No,2002,98058,2.75,5,2,9,47.4501,-122.122,475000,3080,6600
Good,20141117T000000,3330501975,No View,No,1908,98118,2,5,2,7,47.5503,-122.28,475000,2040,6180
Average,20140702T000000,1442870440,No View,No,2013,98045,2.75,4,2,8,47.4823,-121.771,475000,2620,6178
Average,20141031T000000,4022901316,No View,No,2001,98155,2.5,3,2,8,47.772,-122.297,475000,2480,6031
Average,20140903T000000,7177300575,No View,No,1950,98115,1,4,1.5,7,47.6844,-122.302,475000,1420,6000
Average,20140915T000000,9558050020,No View,No,2004,98058,2.5,4,2,9,47.4568,-122.117,475000,3150,5757
Good,20140617T000000,2391600165,Fair,No,1985,98116,2.25,3,1,7,47.5641,-122.393,475000,2280,5750
Good,20150428T000000,9465200181,No View,No,1915,98103,1.5,4,1.5,7,47.6944,-122.355,475000,2320,5534
Very Good,20140702T000000,8835200230,No View,No,1981,98034,2.5,4,2,7,47.7227,-122.16,475000,1850,5444
Good,20141227T000000,9218400050,Average,No,1965,98178,3,4,2,7,47.5099,-122.26,475000,2400,5400
Average,20150320T000000,7853300020,No View,No,2007,98065,2.75,5,2,7,47.5369,-121.887,475000,3100,5298
Very Good,20140902T000000,3677400445,No View,No,1947,98108,1.5,3,1.5,7,47.5575,-122.303,475000,2480,5280
Average,20150218T000000,4109600306,No View,No,1909,98118,1,2,1,6,47.5499,-122.269,475000,920,5157
Very Good,20150511T000000,6046400755,No View,No,1911,98103,1.75,5,1.5,7,47.6915,-122.345,475000,2020,5100
Average,20150121T000000,1062100116,No View,No,1969,98155,2.5,3,2,7,47.7522,-122.278,475000,1640,5097
Good,20141202T000000,2591020140,No View,No,1988,98033,2.5,3,1,8,47.6955,-122.183,475000,1460,4961
Average,20141216T000000,9269260100,No View,No,1999,98011,2.25,4,2,7,47.7539,-122.219,475000,2680,4673
Good,20140813T000000,8121101380,No View,No,1919,98144,1,3,1,6,47.57,-122.285,475000,1380,4635
Average,20140606T000000,2919702655,No View,No,1923,98117,1,2,1,7,47.6901,-122.362,475000,890,4590
Average,20150218T000000,7940700050,No View,No,1986,98034,2.5,3,2,8,47.7144,-122.204,475000,1920,4534
Average,20150413T000000,4187000250,No View,No,2010,98059,2.5,4,2,7,47.4928,-122.149,475000,2500,4500
Average,20150321T000000,4443800415,No View,No,1921,98117,1,3,1,7,47.6848,-122.392,475000,1270,4268
Good,20140811T000000,925049318,No View,No,1926,98115,1.75,3,1.5,7,47.6743,-122.301,475000,1550,4054
Average,20150402T000000,7852020670,No View,No,1999,98065,2.75,3,2,8,47.5336,-121.867,475000,1890,3938
Average,20150512T000000,9550204620,No View,No,1925,98105,1.75,3,1.5,7,47.666,-122.327,475000,1720,3825
Average,20140519T000000,7518503335,No View,No,1929,98117,1,2,1,7,47.6799,-122.381,475000,1490,3825
Average,20140721T000000,2061100390,No View,No,1983,98115,2,2,1.5,7,47.6902,-122.325,475000,1440,3720
Average,20141007T000000,1530900290,No View,No,1990,98072,2.5,3,1,8,47.735,-122.159,475000,2280,3710
Average,20140815T000000,7443000985,No View,No,1912,98119,2.5,5,1.5,6,47.6522,-122.366,475000,2010,3600
Average,20150423T000000,1523059239,No View,No,2005,98059,3.5,5,2,8,47.4879,-122.152,475000,2780,3583
Average,20150323T000000,7977201709,No View,No,1992,98115,1.75,3,1,7,47.6855,-122.291,475000,1680,3420
Average,20141010T000000,4237900645,Fair,No,1955,98199,1.75,2,1,7,47.6639,-122.399,475000,1320,3420
Average,20150408T000000,3332500100,No View,No,2004,98118,2.5,3,2,7,47.5491,-122.276,475000,1800,3300
Average,20150417T000000,6979970140,No View,No,2006,98072,2.5,3,2,8,47.7515,-122.174,475000,2370,3239
Average,20150102T000000,7549800045,No View,No,2006,98108,3.5,4,2,8,47.555,-122.309,475000,2440,3052
Average,20140908T000000,7202350060,No View,No,2004,98053,2.5,3,2,7,47.6802,-122.031,475000,1690,2890
Average,20150429T000000,7137300245,No View,No,1919,98144,1.75,3,1.5,7,47.5922,-122.297,475000,1340,2805
